Compound,Che.type,Cell.type,Addition.Type,Time,Compartment_new,Compartment,% Recovery,Volume (uL),Used Volume (uL),Input Amount (pmol),Input.Amount.umol,Estimated amount (pmol),Estimated.Concentration.uM
PFOA,PFAS,OAT1,AtoB,24,Blood,Bottom,38.91920938,235,235,375,0.000375,145.9470352,0.621051214
PFOA,PFAS,OAT1,AtoB,24,Blood,Bottom,38.79748624,235,235,375,0.000375,145.4905734,0.619108823
PFOA,PFAS,OAT1,AtoB,24,Blood,Bottom,49.048644,235,235,375,0.000375,183.932415,0.782691128
PFOA,PFAS,OAT1,AtoB,24,Blood,Bottom,46.81662828,235,235,375,0.000375,175.562356,0.747073856
PFOA,PFAS,OAT1,AtoB,24,Cell,Lysate,0.395569777,30,0.025307623,375,0.000375,1.483386664,58.61422274
PFOA,PFAS,OAT1,AtoB,24,Cell,Lysate,0.860061344,30,0.025307623,375,0.000375,3.225230041,127.4410486
PFOA,PFAS,OAT1,AtoB,24,Cell,Lysate,1.10347683,30,0.025307623,375,0.000375,4.138038112,163.5095511
PFOA,PFAS,OAT1,AtoB,24,Cell,Lysate,1.322712606,30,0.025307623,375,0.000375,4.960172272,195.9951841
PFOA,PFAS,OAT1,BtoA,24,Blood,Bottom,87.05023151,235,235,1175,0.001175,1022.84022,4.352511575
PFOA,PFAS,OAT1,BtoA,24,Blood,Bottom,88.08052905,235,235,1175,0.001175,1034.946216,4.404026452
PFOA,PFAS,OAT1,BtoA,24,Blood,Bottom,91.45785501,235,235,1175,0.001175,1074.629796,4.57289275
PFOA,PFAS,OAT1,BtoA,24,Blood,Bottom,96.70810712,235,235,1175,0.001175,1136.320259,4.835405356
PFOA,PFAS,OAT1,BtoA,24,Lumen,Top,7.610527432,75,75,1175,0.001175,89.42369733,1.192315964
PFOA,PFAS,OAT1,BtoA,24,Lumen,Top,9.398981517,75,75,1175,0.001175,110.4380328,1.472507104
PFOA,PFAS,OAT1,BtoA,24,Lumen,Top,8.761568052,75,75,1175,0.001175,102.9484246,1.372645662
PFOA,PFAS,OAT1,BtoA,24,Lumen,Top,9.136410242,75,75,1175,0.001175,107.3528203,1.431370938
PFOA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.336366276,30,0.025307623,1175,0.001175,3.952303739,156.1704829
PFOA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.434865754,30,0.025307623,1175,0.001175,5.109672608,201.9025083
PFOA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.535453825,30,0.025307623,1175,0.001175,6.291582448,248.6042405
PFOA,PFAS,OAT1,BtoA,24,Cell,Lysate,0.489104217,30,0.025307623,1175,0.001175,5.746974548,227.0847206
PFOS,PFAS,OAT1,AtoB,24,Lumen,Top,5.329368615,75,75,375,0.000375,19.9851323,0.266468431
PFOS,PFAS,OAT1,AtoB,24,Lumen,Top,2.175578833,75,75,375,0.000375,8.158420625,0.108778942
PFOS,PFAS,OAT1,AtoB,24,Lumen,Top,7.212992526,75,75,375,0.000375,27.04872197,0.360649626
PFOS,PFAS,OAT1,AtoB,24,Lumen,Top,3.469734392,75,75,375,0.000375,13.01150397,0.17348672
PFOS,PFAS,OAT1,AtoB,24,Blood,Bottom,59.28037298,235,235,375,0.000375,222.3013987,0.945963399
PFOS,PFAS,OAT1,AtoB,24,Blood,Bottom,48.86856653,235,235,375,0.000375,183.2571245,0.779817551
PFOS,PFAS,OAT1,AtoB,24,Blood,Bottom,19.63566567,235,235,375,0.000375,73.63374625,0.31333509
PFOS,PFAS,OAT1,AtoB,24,Blood,Bottom,29.63110644,235,235,375,0.000375,111.1166492,0.472836805
PFOS,PFAS,OAT1,AtoB,24,Cell,Lysate,49.1535916,30,0.025307623,375,0.000375,184.3259685,7283.416815
PFOS,PFAS,OAT1,AtoB,24,Cell,Lysate,35.19252144,30,0.025307623,375,0.000375,131.9719554,5214.711562
PFOS,PFAS,OAT1,AtoB,24,Cell,Lysate,58.89752961,30,0.025307623,375,0.000375,220.865736,8727.241358
PFOS,PFAS,OAT1,AtoB,24,Cell,Lysate,81.15297136,30,0.025307623,375,0.000375,304.3236426,12024.97919
PFOS,PFAS,OAT1,BtoA,24,Blood,Bottom,30.15057713,235,235,1175,0.001175,354.2692813,1.507528857
PFOS,PFAS,OAT1,BtoA,24,Blood,Bottom,43.93343316,235,235,1175,0.001175,516.2178396,2.196671658
PFOS,PFAS,OAT1,BtoA,24,Blood,Bottom,9.240465084,235,235,1175,0.001175,108.5754647,0.462023254
